query	target	match/tLen	mismatch	gapOpen	qstart	qend	tstart	tend	score	eval	cluster_id	reference	member	members	prodigal	phrog	color	annot	category	start	end	strand
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010112164.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010110874.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010112328.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010106277.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010111784.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_008242315.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_009910772.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_009981739.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010110512.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010111628.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010111399.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_010111127.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_009323605.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_009321139.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_009594069.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_009322016.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010112795.1	phrog_11589	0.056	485	453	0	1	494	1	484	2.76E-152	55231	YP_010112795.1	YP_009321883.1	35.0	2.0	11589.0	#3e83f6	major head protein	head and packaging			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_010052853.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009601745.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009612412.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009884256.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009601519.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009612488.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009303104.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009601593.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009887302.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009601668.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009609974.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009801678.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009010510.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009884458.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	NP_690727.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_008240347.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_001425586.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_764458.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	NP_848242.2	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	bin_78||F4M_NODE_11_length_20080_cov_5.793358_6	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism	2611.0	3633.0	+
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009815798.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009815872.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009884851.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009815728.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009610259.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009594384.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009613831.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009592213.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009609859.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009055455.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009203591.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_010052853.1	phrog_148	0.034	319	210	0	23	248	16	250	2.98E-60	115800	YP_010052853.1	YP_009291913.1	32.0	1.0	148.0	#ffdf59	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism			
YP_007173602.1	phrog_5653	0.050	220	190	0	5	211	12	219	6.80E-31	49290	YP_007173602.1	YP_007173602.1	4.0	1.0	5653.0	#3e83f6	terminase large subunit	head and packaging			
YP_007173602.1	phrog_5653	0.050	220	190	0	5	211	12	219	6.80E-31	49290	YP_007173602.1	YP_238487.1	4.0	1.0	5653.0	#3e83f6	terminase large subunit	head and packaging			
YP_007173602.1	phrog_5653	0.050	220	190	0	5	211	12	219	6.80E-31	49290	YP_007173602.1	YP_001686799.1	4.0	1.0	5653.0	#3e83f6	terminase large subunit	head and packaging			
YP_007173602.1	phrog_5653	0.050	220	190	0	5	211	12	219	6.80E-31	49290	YP_007173602.1	bin_11||F2T2_NODE_32_length_4920_cov_4.094347_1	4.0	1.0	5653.0	#3e83f6	terminase large subunit	head and packaging	2.0	616.0	+
YP_010110855.1	phrog_16705	0.044	137	18	0	10	33	11	35	1.31E+00	78167	YP_010110855.1	YP_010110855.1	4.0	1.0	16705.0	#c9c9c9		unknown function			
YP_010110855.1	phrog_16705	0.044	137	18	0	10	33	11	35	1.31E+00	78167	YP_010110855.1	bin_22||F1T2_NODE_3_length_67878_cov_24.094643_5	4.0	1.0	16705.0	#c9c9c9		unknown function	1635.0	1823.0	-
YP_010110855.1	phrog_16705	0.044	137	18	0	10	33	11	35	1.31E+00	78167	YP_010110855.1	YP_010110262.1	4.0	1.0	16705.0	#c9c9c9		unknown function			
YP_010110855.1	phrog_16705	0.044	137	18	0	10	33	11	35	1.31E+00	78167	YP_010110855.1	YP_010110645.1	4.0	1.0	16705.0	#c9c9c9		unknown function			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_006560633.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	bin_38||F2M_NODE_42_length_8193_cov_14.303391_1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging	3.0	920.0	-
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	bin_38||F2T1_NODE_8_length_6558_cov_4.971552_7	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging	4402.0	5514.0	-
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009010720.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009325213.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009322273.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009855468.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009323673.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009321207.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009324525.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
YP_006560633.1	phrog_7231	0.330	349	231	0	1	347	1	349	3.24E-133	40731	YP_006560633.1	YP_009322379.1	11.0	2.0	7231.0	#3e83f6	virion structural protein	head and packaging			
bin_23||F2M_NODE_18_length_13684_cov_7.727273_1	phrog_1383	0.036	196	156	0	4	172	15	177	7.46E-61	8776	bin_23||F2M_NODE_18_length_13684_cov_7.727273_1	bin_23||F2M_NODE_18_length_13684_cov_7.727273_1	3.0	1.0	1383.0	#3e83f6	virion structural protein	head and packaging	2.0	487.0	-
bin_23||F2M_NODE_18_length_13684_cov_7.727273_1	phrog_1383	0.036	196	156	0	4	172	15	177	7.46E-61	8776	bin_23||F2M_NODE_18_length_13684_cov_7.727273_1	YP_009218282.1	3.0	1.0	1383.0	#3e83f6	virion structural protein	head and packaging			
bin_23||F2M_NODE_18_length_13684_cov_7.727273_1	phrog_1383	0.036	196	156	0	4	172	15	177	7.46E-61	8776	bin_23||F2M_NODE_18_length_13684_cov_7.727273_1	YP_009814784.1	3.0	1.0	1383.0	#3e83f6	virion structural protein	head and packaging			
bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	phrog_6095	0.140	179	138	0	43	224	4	176	2.05E-49	101467	bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	5.0	5.0	6095.0	#f35f49	amidase	lysis	9514.0	10239.0	-
bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	phrog_6095	0.140	179	138	0	43	224	4	176	2.05E-49	101467	bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	bin_39||F4T1_NODE_28_length_4911_cov_12.090404_5	5.0	5.0	6095.0	#f35f49	amidase	lysis	3407.0	4132.0	-
bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	phrog_6095	0.140	179	138	0	43	224	4	176	2.05E-49	101467	bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	bin_87||F4M_NODE_3_length_55935_cov_12.067484_53	5.0	5.0	6095.0	#f35f49	amidase	lysis	47894.0	48577.0	+
bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	phrog_6095	0.140	179	138	0	43	224	4	176	2.05E-49	101467	bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	bin_96||F4T2_NODE_5_length_24255_cov_7.660165_5	5.0	5.0	6095.0	#f35f49	amidase	lysis	1703.0	2428.0	-
bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	phrog_6095	0.140	179	138	0	43	224	4	176	2.05E-49	101467	bin_17||F2M_NODE_27_length_10346_cov_5.090565_12	bin_04||F1M_NODE_3_length_59487_cov_7.401148_56	5.0	5.0	6095.0	#f35f49	amidase	lysis	51451.0	52134.0	+
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	NP_958689.1	9.0	1.0	825.0	#c9c9c9		unknown function			
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	YP_009800751.1	9.0	1.0	825.0	#c9c9c9		unknown function			
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	YP_005097987.1	9.0	1.0	825.0	#c9c9c9		unknown function			
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	NP_848218.1	9.0	1.0	825.0	#c9c9c9		unknown function			
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	YP_007392902.1	9.0	1.0	825.0	#c9c9c9		unknown function			
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	bin_20||F4M_NODE_45_length_2150_cov_3.336993_4	9.0	1.0	825.0	#c9c9c9		unknown function	983.0	1306.0	+
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	YP_512267.1	9.0	1.0	825.0	#c9c9c9		unknown function			
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	YP_009287743.1	9.0	1.0	825.0	#c9c9c9		unknown function			
NP_958689.1	phrog_825	0.374	107	66	0	1	111	1	107	2.23E-57	90934	NP_958689.1	YP_007001983.1	9.0	1.0	825.0	#c9c9c9		unknown function			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_010111137.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	bin_38||F2T1_NODE_4_length_14783_cov_5.242260_16	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	14326.0	14781.0	+
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	bin_38||F2M_NODE_62_length_6069_cov_13.771866_8	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	4284.0	4838.0	+
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_010111642.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_002117719.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	bin_53||F2T2_NODE_13_length_17782_cov_7.428668_15	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	9848.0	10360.0	-
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_007676600.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_007674114.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009621650.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009621524.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009150129.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009146359.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009600319.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009288301.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009600380.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009219479.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_007676635.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_006560463.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009044724.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_010110472.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009835586.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009206717.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009905627.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009905264.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
YP_010111137.1	phrog_959	0.075	120	97	0	12	125	10	116	3.57E-29	41754	YP_010111137.1	YP_009042694.1	41.0	3.0	959.0	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism			
